,angle_10/acc,angle_10/brier,angle_10/ll,angle_10/ece,angle_20/acc,angle_20/brier,angle_20/ll,angle_20/ece,angle_30/acc,angle_30/brier,angle_30/ll,angle_30/ece,angle_40/acc,angle_40/brier,angle_40/ll,angle_40/ece,angle_50/acc,angle_50/brier,angle_50/ll,angle_50/ece,angle_60/acc,angle_60/brier,angle_60/ll,angle_60/ece,angle_70/acc,angle_70/brier,angle_70/ll,angle_70/ece,angle_80/acc,angle_80/brier,angle_80/ll,angle_80/ece,angle_90/acc,angle_90/brier,angle_90/ll,angle_90/ece,angle_100/acc,angle_100/brier,angle_100/ll,angle_100/ece,angle_110/acc,angle_110/brier,angle_110/ll,angle_110/ece,angle_120/acc,angle_120/brier,angle_120/ll,angle_120/ece,angle_130/acc,angle_130/brier,angle_130/ll,angle_130/ece,angle_140/acc,angle_140/brier,angle_140/ll,angle_140/ece,angle_150/acc,angle_150/brier,angle_150/ll,angle_150/ece,angle_160/acc,angle_160/brier,angle_160/ll,angle_160/ece,angle_170/acc,angle_170/brier,angle_170/ll,angle_170/ece,angle_180/acc,angle_180/brier,angle_180/ll,angle_180/ece,OOD AUC
0,0.9559999704360962,0.07135429978370667,-0.15099675953388214,0.037961997,0.8823000192642212,0.1729220151901245,-0.3482554852962494,0.030674743,0.7208999991416931,0.382124662399292,-0.7961664795875549,0.038242955,0.5291000008583069,0.6393495798110962,-1.4768646955490112,0.15215808,0.3481999933719635,0.8814994096755981,-2.2822508811950684,0.2714258,0.2526000142097473,1.0173850059509277,-2.944898843765259,0.34040877,0.19509999454021454,1.101394772529602,-3.4629664421081543,0.39630985,0.1688999980688095,1.1488990783691406,-3.9916226863861084,0.42199224,0.14650000631809235,1.1972590684890747,-4.335659027099609,0.45154682,0.12129999697208405,1.2121936082839966,-4.449535369873047,0.4607314,0.10300000011920929,1.2373126745224,-4.539400577545166,0.48125976,0.11429999768733978,1.2254745960235596,-4.427166938781738,0.47309005,0.14069999754428864,1.2099028825759888,-4.344557762145996,0.46369988,0.18019999563694,1.1833895444869995,-4.322875022888184,0.44477808,0.22550000250339508,1.134708046913147,-4.352624893188477,0.41347104,0.25540000200271606,1.1075576543807983,-4.435052394866943,0.40049958,0.2838999927043915,1.0888440608978271,-4.492602348327637,0.39190382,0.2870999872684479,1.08412766456604,-4.416058540344238,0.39731073,0.9572868699999999
