,angle_10/acc,angle_10/brier,angle_10/ll,angle_10/ece,angle_20/acc,angle_20/brier,angle_20/ll,angle_20/ece,angle_30/acc,angle_30/brier,angle_30/ll,angle_30/ece,angle_40/acc,angle_40/brier,angle_40/ll,angle_40/ece,angle_50/acc,angle_50/brier,angle_50/ll,angle_50/ece,angle_60/acc,angle_60/brier,angle_60/ll,angle_60/ece,angle_70/acc,angle_70/brier,angle_70/ll,angle_70/ece,angle_80/acc,angle_80/brier,angle_80/ll,angle_80/ece,angle_90/acc,angle_90/brier,angle_90/ll,angle_90/ece,angle_100/acc,angle_100/brier,angle_100/ll,angle_100/ece,angle_110/acc,angle_110/brier,angle_110/ll,angle_110/ece,angle_120/acc,angle_120/brier,angle_120/ll,angle_120/ece,angle_130/acc,angle_130/brier,angle_130/ll,angle_130/ece,angle_140/acc,angle_140/brier,angle_140/ll,angle_140/ece,angle_150/acc,angle_150/brier,angle_150/ll,angle_150/ece,angle_160/acc,angle_160/brier,angle_160/ll,angle_160/ece,angle_170/acc,angle_170/brier,angle_170/ll,angle_170/ece,angle_180/acc,angle_180/brier,angle_180/ll,angle_180/ece,OOD AUC
0,0.954800009727478,0.07191790640354156,-0.15267638862133026,0.036811482,0.881600022315979,0.17047953605651855,-0.351269006729126,0.030945424,0.7196999788284302,0.38471147418022156,-0.8056306838989258,0.038776025,0.524399995803833,0.6465723514556885,-1.4781513214111328,0.15430166,0.34599998593330383,0.8862061500549316,-2.2849690914154053,0.27600032,0.2533000111579895,1.018096923828125,-2.942814588546753,0.33943474,0.1965000033378601,1.0979015827178955,-3.4702649116516113,0.39286706,0.16580000519752502,1.1565356254577637,-3.9973981380462646,0.42938715,0.14470000565052032,1.2011969089508057,-4.363722801208496,0.4556174,0.1234000027179718,1.2128113508224487,-4.4724650382995605,0.4605347,0.1039000004529953,1.2418099641799927,-4.589904308319092,0.48212212,0.11840000003576279,1.219414234161377,-4.4756178855896,0.46947545,0.1467999964952469,1.2034835815429688,-4.370271682739258,0.45683956,0.18000000715255737,1.1812374591827393,-4.350768089294434,0.44689655,0.218299999833107,1.1407500505447388,-4.389167785644531,0.41911912,0.24609999358654022,1.1111665964126587,-4.458184242248535,0.4061847,0.2732999920845032,1.10104501247406,-4.5098724365234375,0.39628726,0.27399998903274536,1.1003966331481934,-4.432866096496582,0.40492392,0.956459945
